question,cypher,data_source,instance_id,database_reference_alias
Which 5 countries have the most filings as beneficiaries in the first half of any year?,"MATCH (f:Filing)-[:BENEFITS]->(e:Entity)-[:COUNTRY]->(c:Country) WHERE date(f.begin).month <= 6 WITH c, count(f) AS filingsCount ORDER BY filingsCount DESC LIMIT 5 RETURN c.name AS Country, filingsCount",neo4jLabs_synthetic_gpt4turbo,instance_id_21606,neo4jlabs_demo_db_fincen
What is the average number of retweets for tweets that mention users who have interacted with 'Neo4j'?,"MATCH (neo4j:User {screen_name: 'Neo4j'})-[:INTERACTS_WITH]->(user:User) WITH user MATCH (user)<-[:MENTIONS]-(tweet:Tweet) WITH count(tweet) AS total_tweets, sum(tweet.favorites) AS total_retweets RETURN total_retweets/toFloat(total_tweets) AS avg_retweets",neo4jLabs_synthetic_gemini,instance_id_34679,neo4jlabs_demo_db_twitter
What is the date and time of the most recent tweet that mentions a user who has retweeted 'pranitahakim'?,MATCH (p:User {screen_name: 'pranitahakim'})-[:POSTS]->(t:Tweet)<-[:RETWEETS]-(u:User) WITH u MATCH (u)<-[:MENTIONS]-(latestTweet:Tweet) RETURN max(latestTweet.created_at) AS mostRecentTweetDateTime,neo4jLabs_synthetic_gemini,instance_id_34672,neo4jlabs_demo_db_twitter
"What is the total number of filings where the originator bank is located in the country with code ""SGP"", the beneficiary bank is located in the country with code ""GBR"", and the amount is greater than 1000000?","MATCH (f:Filing)-[:ORIGINATOR]->(ob:Entity)-[:COUNTRY]->(oc:Country),       (f)-[:BENEFITS]->(bb:Entity)-[:COUNTRY]->(bc:Country) WHERE oc.code = ""SGP"" AND bc.code = ""GBR"" AND f.amount > 1000000 RETURN count(*) AS num_filings",neo4jLabs_synthetic_gemini,instance_id_28188,neo4jlabs_demo_db_fincen
List the top 5 movies that have been rated by users more than 1000 times.,"MATCH (m:Movie)<-[:RATED]-(u:User) WITH m, count(u) AS user_ratings WHERE user_ratings > 1000 RETURN m.title AS title, user_ratings ORDER BY user_ratings DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_44222,neo4jlabs_demo_db_eoflix
List the Entities that are concerned by Filings where the originator bank is in 'Angola'.,MATCH (f:Filing)-[:CONCERNS]->(e:Entity) WHERE f.originator_bank_country = 'Angola' RETURN e,neo4jLabs_synthetic_gpt4turbo,instance_id_21487,neo4jlabs_demo_db_fincen
What is the average rating given by people born before 1970?,MATCH (p:Person) WHERE p.born < 1970 MATCH (p)-[r:REVIEWED]->(m:Movie) WITH avg(r.rating) AS average_rating RETURN average_rating,neo4jLabs_synthetic_gemini,instance_id_33106,neo4jlabs_demo_db_movies
"Show me the movies with a tagline containing the word ""connected"".",MATCH (m:Movie) WHERE m.tagline CONTAINS 'connected' RETURN m.title,neo4jLabs_synthetic_gemini,instance_id_32640,neo4jlabs_demo_db_movies
Show the top 5 beneficiary countries by the total amount received in transactions.,"MATCH (f:Filing)-[:BENEFITS]->(e:Entity)-[:COUNTRY]->(c:Country) RETURN c.name AS Country, sum(f.amount) AS TotalAmountReceived ORDER BY TotalAmountReceived DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_21506,neo4jlabs_demo_db_fincen
Identify the first 3 streams that have chatters who are users with a follower count below 3000.,MATCH (s:Stream)-[:CHATTER]->(u:User) WHERE u.followers < 3000 RETURN s LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24390,neo4jlabs_demo_db_twitch
What is the average number of votes for movies directed by people born before 1960?,MATCH (p:Person)-[:DIRECTED]->(m:Movie) WHERE p.born < 1960 RETURN avg(m.votes) AS averageVotes,neo4jLabs_synthetic_gemini,instance_id_32715,neo4jlabs_demo_db_movies
What are the top 5 movies with the most significant number of languages spoken?,"MATCH (m:Movie)-[:SPOKEN_IN_LANGUAGE]->(l:Language) WITH m, count(l) AS languages_spoken ORDER BY languages_spoken DESC RETURN m.title, languages_spoken LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_23246,neo4jlabs_demo_db_eoflix
Which products have been reordered when the stock level was below 5?,"MATCH (p:Product) WHERE p.unitsInStock < 5 AND p.unitsOnOrder > 0 RETURN p.productName, p.unitsInStock, p.unitsOnOrder",neo4jLabs_synthetic_gpt4turbo,instance_id_20499,neo4jlabs_demo_db_northwind
List the 3 movies with the highest average review ratings.,"MATCH (m:Movie)<-[r:REVIEWED]-() WITH m, avg(r.rating) AS avgRating ORDER BY avgRating DESC LIMIT 3 RETURN m.title, avgRating",neo4jLabs_synthetic_gpt4o,instance_id_39501,neo4jlabs_demo_db_movies
"List the top 5 tweets by the total interaction (mentions, retweets, replies).","MATCH (t:Tweet) OPTIONAL MATCH (t)-[:MENTIONS]->(u:User) WITH t, count(u) AS mentionsCount OPTIONAL MATCH (t)-[:RETWEETS]->(rt:Tweet) WITH t, mentionsCount, count(rt) AS retweetsCount OPTIONAL MATCH (t)-[:REPLY_TO]->(r:Tweet) WITH t, mentionsCount, retweetsCount, count(r) AS repliesCount RETURN t.id_str AS tweetId, t.text AS tweetText, (mentionsCount + retweetsCount + repliesCount) AS totalInteractions ORDER BY totalInteractions DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_43183,neo4jlabs_demo_db_twitter
List the `name`s of the entities that are connected to filings with a `number` greater than 10 and an `amount` less than 10000 through the `ORIGINATOR` relationship.,MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity) WHERE f.number > 10 AND f.amount < 10000 RETURN e.name,neo4jLabs_synthetic_gemini,instance_id_28298,neo4jlabs_demo_db_fincen
List the top 5 products that have been discontinued.,"MATCH (p:Product) WHERE p.discontinued = true RETURN p.productName, p.productID ORDER BY p.productName LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_44017,neo4jlabs_demo_db_northwind
List the first 3 users that 'Neo4j' amplifies.,MATCH (me:Me {screen_name: 'neo4j'})-[:AMPLIFIES]->(user:User) RETURN user LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_43047,neo4jlabs_demo_db_twitter
"Name the first 5 movies that were produced by a specific country, e.g., 'France'.",MATCH (c:Country {name: 'France'})<-[:PRODUCED_IN_COUNTRY]-(m:Movie) RETURN m.title ORDER BY m.release_date LIMIT 5,neo4jLabs_synthetic_gpt4o,instance_id_39465,neo4jlabs_demo_db_eoflix
Which 3 categories are most frequently associated with discontinued products?,"MATCH (p:Product)-[:PART_OF]->(c:Category) WHERE p.discontinued = true RETURN c.categoryName, count(p) AS DiscontinuedProducts ORDER BY DiscontinuedProducts DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_22005,neo4jlabs_demo_db_northwind
What are the top 5 categories based on the average reorder level of their products?,"MATCH (p:Product)-[:PART_OF]->(c:Category) WITH c.categoryName AS CategoryName, AVG(p.reorderLevel) AS AvgReorderLevel ORDER BY AvgReorderLevel DESC RETURN CategoryName, AvgReorderLevel LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_21864,neo4jlabs_demo_db_northwind
Identify the first 3 hashtags used in tweets that mention 'Neo4j'.,MATCH (u:User {screen_name: 'neo4j'})<-[:MENTIONS]-(t:Tweet)-[:TAGS]->(h:Hashtag) RETURN h.name ORDER BY t.created_at LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_42988,neo4jlabs_demo_db_twitter
List the names of all services that are dependencies of the application 'crm'.,MATCH (app:Application {name: 'crm'})-[:DEPENDS_ON]->(service:Service) RETURN service.name,neo4jLabs_synthetic_gemini,instance_id_31686,neo4jlabs_demo_db_network
Identify all services that started before timestamp 1606200000000.,MATCH (s:Service) WHERE s.startTime < 1606200000000 RETURN s,neo4jLabs_synthetic_gpt4turbo,instance_id_20302,neo4jlabs_demo_db_network
Show the top 3 users with the highest number of statuses.,"MATCH (u:User) RETURN u.name, u.screen_name, u.statuses ORDER BY u.statuses DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_24871,neo4jlabs_demo_db_twitter
How many entities have been struck off on '15-FEB-2013'?,MATCH (e:Entity) WHERE e.struck_off_date = '15-FEB-2013' RETURN count(e) AS struck_off_entities,neo4jLabs_synthetic_gpt4o,instance_id_44783,neo4jlabs_demo_db_offshoreleaks
What are the first 5 streams that have a user who is both a moderator and a VIP?,"MATCH (s:Stream)-[:MODERATOR]->(u:User), (s)-[:VIP]->(u) RETURN s LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_25608,neo4jlabs_demo_db_twitch
Identify streams that have more than one language associated with them.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language) WITH s, count(l) as languageCount WHERE languageCount > 1 RETURN s",neo4jLabs_synthetic_claudeopus,instance_id_37029,neo4jlabs_demo_db_twitch
Which 3 genres are most common in adult films?,"MATCH (a:Adult)-[:IN_GENRE]->(g:Genre) RETURN g.name AS genre, COUNT(a) AS count ORDER BY count DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_44134,neo4jlabs_demo_db_eoflix
"Which people acted in movies with the word ""Atlas"" in the title?",MATCH (m:Movie) WHERE m.title CONTAINS 'Atlas' WITH m MATCH (p:Person)-[:ACTED_IN]->(m) RETURN DISTINCT p.name,neo4jLabs_synthetic_gemini,instance_id_32629,neo4jlabs_demo_db_movies
Which actors have worked with the same production company multiple times?,"MATCH (p:Person)-[:CAST_FOR]->(m:Movie)-[:PRODUCED_BY]->(pc:ProductionCompany) WITH p, pc, count(m) AS collaborations WHERE collaborations > 1 RETURN p.name, pc.name",neo4jLabs_synthetic_gemini,instance_id_34208,neo4jlabs_demo_db_eoflix
What are the top 5 movies that have undergone a title change after release?,"MATCH (m:Movie) WHERE m.title <> m.original_title RETURN m.title AS title, m.original_title AS original_title ORDER BY m.popularity DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_34739,neo4jlabs_demo_db_eoflix
What is the name of the country with id 'US'?,MATCH (c:Country {id: 'US'}) RETURN c.name,neo4jLabs_synthetic_gemini,instance_id_34341,neo4jlabs_demo_db_eoflix
Find the streams that have a VIP user who also moderates another stream with a different language.,MATCH (s1:Stream)-[:VIP]->(u:User) MATCH (u)-[:MODERATOR]->(s2:Stream) WHERE s1 <> s2    AND s1.id <> s2.id  RETURN DISTINCT s1.name,neo4jLabs_synthetic_gemini,instance_id_34121,neo4jlabs_demo_db_twitch
List the first 3 directors who have directed a movie without having a bio on their profile.,MATCH (d:Director)-[:DIRECTED]->(:Movie) WHERE d.bio IS NULL RETURN d LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_25246,neo4jlabs_demo_db_recommendations
List the first 3 users followed by a user with the screen name 'thobe'.,"MATCH (u:User {screen_name: 'thobe'})-[:FOLLOWS]->(followed:User) RETURN followed.screen_name, followed.name LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_37202,neo4jlabs_demo_db_twitter
"List the first 5 filings where the beneficiary bank is located in the country with code ""GBR"" and the amount is greater than 1000000.","MATCH (f:Filing)-[r:BENEFITS]->(b:Entity) MATCH (b)-[:COUNTRY]->(c:Country) WHERE c.code = ""GBR"" AND f.amount > 1000000 WITH f LIMIT 5 RETURN f",neo4jLabs_synthetic_gemini,instance_id_28210,neo4jlabs_demo_db_fincen
What is the name of the movie with the longest runtime?,"MATCH (m:Movie) RETURN m.title, m.runtime ORDER BY m.runtime DESC LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_34267,neo4jlabs_demo_db_eoflix
What is the name of the movie with the highest revenue and featuring a musical performance?,"MATCH (m:Movie)-[:HAS_KEYWORD]->(k:Keyword) WHERE k.name = ""musical"" WITH m ORDER BY m.revenue DESC RETURN m.title LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_31886,neo4jlabs_demo_db_eoflix
"What is the average IMDB rating of movies directed by ""Anthony Stacchi""?",MATCH (d:Director {name: 'Anthony Stacchi'})-[:DIRECTED]->(m:Movie) WITH avg(m.imdbRating) AS averageRating RETURN averageRating,neo4jLabs_synthetic_gemini,instance_id_29821,neo4jlabs_demo_db_recommendations
What are the names of the people who wrote and also acted in the same movie?,MATCH (p:Person)-[:WROTE]->(m:Movie)<-[:ACTED_IN]-(p) RETURN p.name AS name,neo4jLabs_synthetic_gpt4o,instance_id_40155,neo4jlabs_demo_db_movies
What are the top 5 most frequently ordered products in the 'Dairy Products' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Dairy Products'}) WITH p, count{(p)<-[:ORDERS]-(:Order)} AS ordersCount ORDER BY ordersCount DESC LIMIT 5 RETURN p.productName, ordersCount",neo4jLabs_synthetic_gpt4turbo,instance_id_21743,neo4jlabs_demo_db_northwind
List the first 3 customers who have placed orders totaling over $1000 in freight costs.,MATCH (c:Customer)-[:PURCHASED]->(o:Order) WHERE o.freight >= 1000 RETURN c LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20554,neo4jlabs_demo_db_northwind
Which 3 products are most frequently ordered in the 'Confections' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Confections'}) WITH p MATCH (o:Order)-[r:ORDERS]->(p) RETURN p.productName, count(r) AS ordersCount ORDER BY ordersCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21734,neo4jlabs_demo_db_northwind
List all the relationships a person named 'Keanu Reeves' has with movies.,"MATCH (p:Person {name: 'Keanu Reeves'})-[r]->(m:Movie) RETURN p, r, m",neo4jLabs_synthetic_gpt4turbo,instance_id_23674,neo4jlabs_demo_db_movies
"What is the average total view count of users who chat on streams playing ""Just Chatting""?","MATCH (s:Stream)-[:PLAYS]->(g:Game {name: ""Just Chatting""}) WITH s MATCH (u:User)-[:CHATTER]->(s) WITH DISTINCT u RETURN avg(u.total_view_count) AS average_view_count",neo4jLabs_synthetic_gemini,instance_id_34075,neo4jlabs_demo_db_twitch
Which movies have been both acted in and directed by the same person?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)<-[:DIRECTED]-(p) RETURN m.title AS movie, p.name AS person",neo4jLabs_synthetic_claudeopus,instance_id_34985,neo4jlabs_demo_db_movies
What are the different job roles available in the movie industry?,MATCH ()-[:CREW_FOR]->(m) RETURN DISTINCT m.job,neo4jLabs_synthetic_gemini,instance_id_34198,neo4jlabs_demo_db_eoflix
Which 3 movies have the lowest average vote and more than 100 vote counts?,"MATCH (m:Movie) WHERE m.vote_count > 100 RETURN m.title, m.average_vote, m.vote_count ORDER BY m.average_vote ASC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_39610,neo4jlabs_demo_db_eoflix
What are the top 5 oldest movies in the database?,"MATCH (m:Movie) RETURN m.title, m.release_date ORDER BY m.release_date LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37960,neo4jlabs_demo_db_eoflix
What are the first 3 movies with the most number of associated actors?,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) WITH m, count(a) AS numActors ORDER BY numActors DESC RETURN m.title, numActors LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_25053,neo4jlabs_demo_db_recommendations
Who has acted in the most movies released in the 1990s?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie) WHERE m.released >= 1990 AND m.released < 2000 WITH p, count(m) AS num_movies ORDER BY num_movies DESC LIMIT 1 RETURN p.name AS actor, num_movies",neo4jLabs_synthetic_claudeopus,instance_id_37527,neo4jlabs_demo_db_movies
List the top 5 filings by the number of concerned entities.,"MATCH (f:Filing)-[:CONCERNS]->(e:Entity) WITH f, count(e) AS concernedEntities ORDER BY concernedEntities DESC LIMIT 5 RETURN f, concernedEntities",neo4jLabs_synthetic_gpt4turbo,instance_id_22769,neo4jlabs_demo_db_fincen
List the top 3 genres with the highest average movie revenue.,"MATCH (m:Movie)-[:IN_GENRE]->(g:Genre) WITH g, avg(m.revenue) AS averageRevenue ORDER BY averageRevenue DESC LIMIT 3 RETURN g.name AS genre, averageRevenue",neo4jLabs_synthetic_gemini,instance_id_29357,neo4jlabs_demo_db_recommendations
"Find the users who moderate streams with more than 5,000,000 total view count.",MATCH (s:Stream)-[:MODERATOR]->(u:User) WHERE s.total_view_count > 5000000 RETURN DISTINCT u.name,neo4jLabs_synthetic_gemini,instance_id_33976,neo4jlabs_demo_db_twitch
What is the name of the production company with id 3?,MATCH (p:ProductionCompany {id: 3}) RETURN p.name,neo4jLabs_synthetic_gemini,instance_id_34343,neo4jlabs_demo_db_eoflix
What are the birth years of people who have acted in movies released before 1980?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie) WHERE m.released < 1980 RETURN DISTINCT p.born,neo4jLabs_synthetic_claudeopus,instance_id_36339,neo4jlabs_demo_db_movies
List the top 5 movies with the lowest votes.,"MATCH (m:Movie) WHERE m.votes IS NOT NULL RETURN m.title, m.votes ORDER BY m.votes LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37529,neo4jlabs_demo_db_movies
Show the 3 streams that have the longest descriptions.,"MATCH (s:Stream) RETURN s.name, s.description ORDER BY size(s.description) DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43578,neo4jlabs_demo_db_twitch
How many movies has Lana Wachowski directed?,MATCH (p:Person {name: 'Lana Wachowski'})-[:DIRECTED]->(m:Movie) RETURN count(m) AS num_movies_directed,neo4jLabs_synthetic_claudeopus,instance_id_38070,neo4jlabs_demo_db_movies
What is the highest rated comedy movie?,"MATCH (m:Movie)<-[r:REVIEWED]-() WITH m, max(r.rating) AS max_rating MATCH (m)<-[r:REVIEWED]-() WHERE r.rating = max_rating RETURN m AS movie",neo4jLabs_synthetic_gemini,instance_id_32678,neo4jlabs_demo_db_movies
What is the average number of dependencies for all the Applications?,"MATCH (app:Application)-[:DEPENDS_ON]->(dependency) WITH app, count(dependency) AS num_dependencies WITH avg(num_dependencies) AS average_dependencies RETURN average_dependencies",neo4jLabs_synthetic_gemini,instance_id_32454,neo4jlabs_demo_db_network
Who are the top 3 youngest producers in the database?,"MATCH (p:Person)-[:PRODUCED]->(m:Movie) RETURN p.name, p.born ORDER BY p.born DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_24125,neo4jlabs_demo_db_movies
Which genre has the widest range of release dates?,"MATCH (m:Movie)-[:IN_GENRE]->(g:Genre) WITH g, min(m.release_date) AS earliestRelease, max(m.release_date) AS latestRelease WITH g, duration.inDays(earliestRelease, latestRelease) AS dateRange ORDER BY dateRange DESC RETURN g.name AS genreName, dateRange LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_34420,neo4jlabs_demo_db_eoflix
Who has the most diverse roles across different movies?,"MATCH (p:Person)-[r:ACTED_IN]->(m:Movie) UNWIND r.roles AS role WITH p, COUNT(DISTINCT role) AS uniqueRoles RETURN p.name AS person, uniqueRoles ORDER BY uniqueRoles DESC LIMIT 1",neo4jLabs_synthetic_gpt4o,instance_id_39796,neo4jlabs_demo_db_movies
Which movies have a cast member who has also worked in the crew of the same movie?,"MATCH (m:Movie)<-[:CAST_FOR]-(p:Person)-[:CREW_FOR]->(m) RETURN m.title AS movie, p.name AS person",neo4jLabs_synthetic_claudeopus,instance_id_35100,neo4jlabs_demo_db_eoflix
"""get me all the machine runs sorted by sart time""","MATCH (m:Machine)-[r:RUNS]->(s) RETURN m.name, s.name, s.startTime ORDER BY s.startTime",neo4j_crowdsourced,instance_id_27651,neo4jlabs_demo_db_network
